Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score
OSI Machinerie,OSI Machinerie,Cold,,20,machinery,farshogar.irani@gmail.com,http://www.osimachinerie.ca,http://www.linkedin.com/company/osi-machinerie,https://facebook.com/groupeosi/,https://twitter.com/OSIMachinerie,2510 98e Rue,Saint-Georges,Quebec,Canada,G6A 1E4,"2510 98e Rue, Saint-Georges, Quebec, Canada, G6A 1E4","equipements seconde transformation du bois, usinage de petites et moyennes pieces de precision, pliage et assemblage numerique, machinery manufacturing, technology innovation, wood industry innovation, equipment installation, auto-centering planer, wood processing efficiency, custom wood machinery, eco-friendly manufacturing equipment, advanced cnc woodworking equipment, advanced woodworking equipment, wood manufacturing machinery, wood surface finishing, wood processing automation, automation, wood industry technology, machine safety, suction distributor, automatic thickness control, automatic planer, high-speed wood processing, wood industry equipment, high-tech wood processing equipment, multi-application woodworking machine, innovation, reliability, machine design, machine customization, woodworking equipment, profile shaping machine, engineering expertise, industrial woodworking machinery, wood industry automation, digital control systems, user-friendly interfaces, multi-material processing, profile shaping machines, product development, industrial machinery, machine development, woodworking machinery, automatic centering machines, industrial wood line optimization, energy-efficient woodworking machinery, wood processing automation solutions, continuous feed system, wood industry solutions, precision, multi-axis woodworking machine, precision woodworking tools, manufacturing, wood product quality improvement, automated wood sorting, industrial woodworking solutions, wood processing technology, industrial automation, machine installation, wood component manufacturing equipment, woodworking production equipment, technical support, precision tenoning machine, smart manufacturing solutions, tenonneuse, after-sales support, innovative wood cutting technology, industry standards, cost reduction, wood product finishing machines, innovative woodworking technology, customizable woodworking line, machine maintenance, precision woodworking machinery, manufacturing of wood machinery, wood processing line equipment, custom woodworking solutions, woodworking automation, productivity enhancement, continuous improvement, technology development, b2b, services, mechanical or industrial engineering",'+1 418-228-6868,"Cloudflare DNS, CloudFlare Hosting, Outlook, MailChimp, DoubleClick Conversion, Google Maps, YouTube, Google Maps (Non Paid Users), Google Font API, Mobile Friendly, WordPress.org, Google AdWords Conversion, Google Dynamic Remarketing, DoubleClick, Google Tag Manager, AI",,,,,5376000,,68a4a49ee0299d0001ea2d15,3531,33324,"OSI Machinerie specializes in the design, manufacturing and installation of state-of-the-art wood processing equipment. Through our ingenuity, our entire team of experts has been working to improve your productivity for over 30 years.",1987,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68945329f253610001bd3cfd/picture,,,,,
Control Innovations Inc.,Control Innovations,Cold,,16,electrical/electronic manufacturing,farshogar.irani@gmail.com,http://www.controlinnovations.ca,http://www.linkedin.com/company/control-innovations-inc.,https://facebook.com/pages/Control-Innovations-Inc/193125837405816,,11222 42 St SE,Calgary,Alberta,Canada,T2C 0J9,"11222 42 St SE, Calgary, Alberta, Canada, T2C 0J9","contract manufacturing & servicing, custom controls & instrumentation, data acquisition systems, control panel fabrication, appliances, electrical, & electronics manufacturing, control panels, gas sensor calibration, harsh environment electronics, supply chain management, control and instrumentation manufacturing, environmentally rugged controls, hazardous location controls, explosion-proof controls, gas analyzers calibration, repair and calibration, field equipment servicing, electrical equipment and appliance manufacturing, iso 9001:2008, hazardous area instrumentation, manufacturing, electronic manufacturing, instrumentation manufacturing, custom control panels, product assembly, system integration, environmental rugged controls, design and prototyping, turnkey projects, b2b, services, electrical/electronic manufacturing, mechanical or industrial engineering, logistics & supply chain",'+1 403-720-0277,"Outlook, WordPress.org, Mobile Friendly, Google Tag Manager, AI",,,,,16748000,,68a4a49ee0299d0001ea2cf0,3621,33451,"Control Innovations provides contract manufacturing and servicing of electrical, electromechanical and electronic equipment specializing in oilfield and industrial controls and instrumentation. Manufacturing can be done on consignment or as a full turnkey service.

We also provide custom control and instrumentation solutions to meet customer needs.

We stock and sell a wide variety of related parts and equipment including power supplies, switches, panel indicators, connectors, custom molded cable assemblies and harnesses, sensors and transducers, etc.",2000,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6892f90bd700c300011d3e51/picture,,,,,
cmi,cmi,Cold,,15,events services,farshogar.irani@gmail.com,http://www.cmispeakers.com,http://www.linkedin.com/company/cmi-speaker-management,https://facebook.com/pages/cmi-speaker-management-the-best-in-speakers-and-entertainment/132563674469,https://twitter.com/cmikaren,259 Midpark Way SE,Calgary,Alberta,Canada,T2X 1M2,"259 Midpark Way SE, Calgary, Alberta, Canada, T2X 1M2","speaker resource for senior executives & meeting professionals & agent for business speakers who, event management, training and development, innovation, digital transformation, workshops, in-person events, innovation mindset, consulting, communication, training, motivational talks, corporate culture, organizational culture, digital leadership, leadership, change agility, professional services, resilience training, performance improvement, professional speakers, future of work, employee listening, certification programs, organizational resilience, leadership development, masterclasses, future workplace, training sessions, virtual presentations, keynote speakers, team development, public speaking, organizational change, business growth, culture transformation, customized speeches, hybrid events, change management, inclusion strategies, motivation, talent development, employee engagement, diversity and inclusion, b2b, services, events services, training & development, management consulting, professional training & coaching",'+1 403-398-8488,"Gmail, Google Apps, Media Temple DNS, Salesforce, Hubspot, Facebook Custom Audiences, Facebook Login (Connect), Facebook Widget, Google Analytics, Mobile Friendly, Google Tag Manager, Basis",,,,,5399000,,68a4a49ee0299d0001ea2d8d,8299,61143,"CMI (cmi Speaker Management) is a keynote speaker agency with 20 years of experience in connecting organizations with leading knowledge experts. The company specializes in delivering impactful keynote speeches, training programs, consulting services, and thought leadership content, including books, articles, and podcasts. CMI focuses on innovation, leadership development, and workplace transformation, helping to shape future-ready professionals.

The agency curates high-impact speakers who excel in areas such as technological advancements and leadership strategies. CMI offers tailored training and consulting programs to address specific organizational needs and fosters leadership growth. Their content resources provide valuable insights from their expert roster, and they design custom communication experiences that align with corporate cultures and objectives.

CMI serves a diverse range of global organizations, including Fortune 500 companies and startups, particularly those focused on leadership development and innovation. The agency is recognized as a top partner in leadership development, empowering leaders to achieve peak performance and sustainable success.",2001,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/687c42dc7fc3c60001df338a/picture,,,,,
Nexus Law Group LLP,Nexus Law Group,Cold,,13,law practice,farshogar.irani@gmail.com,http://www.nexuslaw.ca,http://www.linkedin.com/company/nexus-law-group-llp,,,777 Hornby St,Vancouver,British Columbia,Canada,V6Z 1S4,"777 Hornby St, Vancouver, British Columbia, Canada, V6Z 1S4","patentability opinions, intellectual property, legal services, industrial designs, ip portfolio management, copyright law, trade secret protection, ip strategy, ip enforcement coordination, ip management, technology transfer, ip transactional services, ip litigation, international ip network, patent application, ip audits and assessments, technology transfer licensing, anti-counterfeiting enforcement, ip audits, patent prosecution, trademark application, trademarks, patents, ip strategy consulting, ip transactions, trademark registration, patent lawyers, ip enforcement strategies, ip enforcement, licensing, cost-effective ip protection, ip litigation services, intellectual property law, trademark lawyers, ip portfolio audits, ip litigation in canada, ip rights mining, industrial design lawyers, ip due diligence, ip licensing, ip law firm, trade secrets, copyrights, design application, law practice, copyright lawyers, international ip support, ip licensing negotiations, ip portfolio, ip litigation support, design registration, copyright registration, b2b, consulting, services",'+1 604-689-1622,"EasyDNS, Outlook, Google Font API, ShareThis, Mobile Friendly, WordPress.org, Google Tag Manager, Render, Basis",,,,,8152000,,68a4a49ee0299d0001ea2db1,8111,54111,"Nexus Law Group LLP is an intellectual property law firm located in Vancouver and Victoria, Canada. All of our lawyers are registered patent and trademark agents and have practices focused on intellectual property law involving patents, trademarks, copyright, industrial designs, trade secrets, technology transfer and licensing, litigation and related matters",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e73e09978b9e00018a01a5/picture,,,,,
Offshoot Inc.,Offshoot,Cold,,19,information technology & services,farshogar.irani@gmail.com,http://www.offshootinc.com,http://www.linkedin.com/company/offshoot,https://facebook.com/teamoffshoot,https://twitter.com/teamoffshoot,67 Mowat Ave,Toronto,Ontario,Canada,M6K 3E3,"67 Mowat Ave, Toronto, Ontario, Canada, M6K 3E3","web service integration, online transaction services, seamless development ecosystems, user experience, cost amp negotiation comparison, web application development, cost negotiation comparison, technology, information & internet, ux, web development, information technology & services",'+1 416-656-3362,"Cloudflare DNS, Rackspace MailGun, Gmail, Google Apps, Amazon AWS, CloudFlare Hosting, Shopify, Shopify Plus, , , AI, Magento, Remote, TikTok",,,,,8034000,,68a4a49ee0299d0001ea2db2,7372,,"So what exactly do we do?

Apps, sites, APIs, widgets... but mainly, we just get stuff done.

Instead of asking how the Web has changed business, perhaps it's more appropriate to ask, what part of business hasn't the Web changed? The whole world is communicating, marketing and targeting in ways never before thought possible.

And Offshoot is here to help you do it all. We do more than build websites. We help you answer questions you didn't know you had, solve problems you didn't know existed, and help you build your business in ways you never expected.

We've had the pleasure of working with some of the country's most intriguing companies and organizations - each with their own unique issues and needs - and delivered beautiful web-based products every time. We help them push technology to the limits, turning ""Wouldn't it be great if...?"" into ""Wow, that's awesome!""",2003,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66f7fcda5551be0001b95b3e/picture,,,,,
C3SA Cyber Security & Audit,C3SA Cyber Security & Audit,Cold,,19,information technology & services,farshogar.irani@gmail.com,http://www.c3sa.com,http://www.linkedin.com/company/c3sa-cyber-security-audit,,,1730 St Laurent Blvd,Ottawa,Ontario,Canada,K1G 5L1,"1730 St Laurent Blvd, Ottawa, Ontario, Canada, K1G 5L1","it security architecture, penetration testing, network forensics, intrusion detection, threat & risk assessment, incident response, vulnerability assessment, computer forensics, compliance audit, iso 27001 implementation, managed security services, security operations centre, cyber defence, resilience, 5g, scada, ics, cloud security, saas, gc cloud, csp its assessment pb, m, cmmc, fedramp, vciso, incident response plan, tabletop exercise, cyber threat intelligence, ransomware, computer & network security, information technology & services, computer software",'+1 613-699-7031,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Render, , Remote, AI",,,,,10000000,,68a4a49ee0299d0001ea2d84,,,"C3SA Cyber Security & Audit is a Canadian cybersecurity firm based in Ottawa, specializing in high-stakes environments such as national security and critical infrastructure protection. The company serves various sectors, including government, industry, and non-profits, both domestically and internationally, with operations in the US and UK.

C3SA offers a range of services, including managed security services, compliance and audits, risk mitigation, and incident response. They focus on aligning with legal and regulatory frameworks like the Cybersecurity Maturity Model Certification (CMMC) and the Canadian Program for Cyber Security Certification (CPCSC 9). The firm is recognized as one of Canada’s first CyberAB-certified Registered Provider Organizations, emphasizing its commitment to cybersecurity standards. C3SA also engages in research and development partnerships to enhance cybersecurity practices, particularly in cloud security and AI-driven threat detection.",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68a49e1d7f5609000193bcc1/picture,,,,,
Metal Fabricators and Welding Ltd,Metal Fabricators and Welding,Cold,,18,oil & energy,farshogar.irani@gmail.com,http://www.metalfab.ca,http://www.linkedin.com/company/metal-fabricators-and-welding-ltd,,,12509 124 St NW,Edmonton,Alberta,Canada,T5L 0N6,"12509 124 St NW, Edmonton, Alberta, Canada, T5L 0N6","structural fabrication, material processing, plate fabrication, component manufacturing, specialized welding techniques, plasma cutting, engineering support, custom steel structures, drafting services, small scale projects, project management, certified weld inspection, fabrication shop, oil and gas, galvanizing, robotic welding, heavy equipment manufacturing, large scale projects, welding technology, heavy industry, utilities, tube shields, asme certified, industrial projects, steel products, bulk handling equipment, industrial steel fabricators, metal design, painting services, manufacturing, cwb certified, safety standards, lean manufacturing, welding services, trench equipment, complex fabrication projects, pressure vessels, pressure vessel fabrication, custom fabrication, construction, tube bending, tank fabrication, embedded steel tube shields, mining, turnkey fabrication solutions, structural steel, cnc waterjet, quality assurance, b2b, government, services, productivity, oil & energy, mechanical or industrial engineering, mining & metals",'+1 780-455-2186,"Cloudflare DNS, Outlook, Microsoft Office 365, Google Font API, ASP.NET, Google Analytics, Microsoft-IIS, Remote",,,,,15255000,,68a4a49ee0299d0001ea2daa,3441,33232,"We are the ""go-to"" fabricator in our area . We offer both material processing services as well as fully integrated fabrication. With nearly 70 years of experience we have an extensive history of getting the job done on time and on budget. CWB certified, we can work in structural fabrication, fabrication of stainless and aluminum projects, and much more.  

We have a wide variety of processing equipment including plasma, water jet, shear, forming, rolling and tons of welding capacity.  Internal capacity is important to us as it keeps your jobs delivery date in tact as well as reducing your overall cost investment.  

Let our team of experienced professionals bring your project to life.  Call us today!",1952,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67061ca4be91f500010813f3/picture,,,,,
Transformix Engineering Inc.,Transformix Engineering,Cold,,14,machinery,farshogar.irani@gmail.com,http://www.transformix.com,http://www.linkedin.com/company/transformix-engineering-inc-,,,1150 Gardiners Road,Kingston,Ontario,Canada,K7P 1R7,"1150 Gardiners Road, Kingston, Ontario, Canada, K7P 1R7","flexible automation, innovations inventing products, processes machines, highspeed assembly, cncassembly, processes amp machines, automation machinery manufacturing",'+1 613-544-5944,"Outlook, Microsoft Office 365, GoDaddy Hosting, Mobile Friendly, Apache, Remote",,,,,17961000,,68a4a49ee0299d0001ea2d9b,"1382, 4900, 1623",,"In an age when even the stalest, most entrenched companies in the stodgiest, most stagnant industries proudly boast of their ""innovation,"" how should we describe Transformix?

""Innovative"" does not adequately describe the creativity, inventiveness, and refreshing boldness that permeate Transformix's culture and that are reflected in the solutions we bring to manufacturing automation.

For years, customers in industries as diverse as oil & gas, agriculture, nuclear energy, consumer goods, and telecommunications came to Transformix when they needed not simply a machine, but a game-changing breakthrough.

Today, however, we are exclusively focused on CNCAssembly™, a technology that industry experts have called the most important advancement in automated assembly in over 40 years. In a remarkably short period, we have taken CNCAssembly™ from its origins in the specialized niche of ""continuous motion"" and developed it into a general solution for small-part assembly, in the process leapfrogging conventional assembly technologies and erasing the boundaries between them.  

And we've only just begun. We will continue our relentless drive to bring higher speed, efficiency, and performance to product assembly. We will continue to grow and expand internationally, serving our customers wherever they have their factories. And most importantly, we will fiercely maintain the passionate spirit and unorthodox thinking responsible for our success.


Transformix is an ISO 9001-2010 certified engineering and advanced manufacturing company headquartered in Kingston Ontario Canada.   


http://www.transformix.com/video/introduction_to_cnc_assembly",1995,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e66367a985df000171c1bf/picture,,,,,
Combustion Expert Énergie inc.,Combustion Expert Énergie,Cold,,19,machinery,farshogar.irani@gmail.com,http://www.combustionexpert.com,http://www.linkedin.com/company/combustion-expert-inc.,https://facebook.com/pages/Combustion-Expert-inc/140208672715014,,460 Rue Dessureault,Trois-Rivieres,Quebec,Canada,G8T 2L9,"460 Rue Dessureault, Trois-Rivieres, Quebec, Canada, G8T 2L9","chauffage, chaudieres industrielles et commerciales, procede, gaz naturel, vapeur eau chaude, centrales thermiques, propane, energie, biomasse, combustion, tuyauterie sous pression, huile, chaufferies, commercial & industrial machinery maintenance, solutions de chauffage pour industrie, services après-vente, unités modulaires, installation de chaudières, fabrication en atelier, optimisation de la combustion, optimisation énergétique, chaudières industrielles, réduction des émissions de poussières, soudure haute pression, filtration gaz de combustion, conception sur mesure, chaudières biomasse haute efficacité, filtration cyclonique, construction, solutions environnementales, automatisation industrielle, systèmes de chauffage industriel, solutions clés en main, chaudières biomasse, technologies de combustion, réduction des coûts énergétiques, environmental services, manufacturing, projets clé en main, systèmes de combustion, solutions modulaires, conception de systèmes modulaires, conception en atelier, équipements de chauffage, production d'énergie thermique, performance énergétique, unités en conteneur, réparation appareils sous pression, solutions durables, centrales thermiques sur mesure, systèmes automatisés de gestion de la combustion, gestion de projets thermiques, filtration des gaz acs, maintenance chaudières, energy, solutions de combustion durables, b2b, consulting, services, renewables & environment, mechanical or industrial engineering, oil & energy",'+1 819-379-2954,"Cloudflare DNS, Outlook, Microsoft Office 365, CloudFlare Hosting, reCAPTCHA, Gravity Forms, WordPress.org, Google Font API, Google Analytics, Google Tag Manager, Mobile Friendly, Remote",,,,,22956000,,68a4a49ee0299d0001ea2da7,3531,33361,"Combustion Expert inc. se spécialise dans la conception et la fabrication de chambre de combustion à la biomasse. Notre polyvalence et notre expertise dans la combustion nous permettent également d'implanter, de modifier et d'entretenir tous types de procédés thermiques à la biomasse, à l'huile et au gaz naturel.

Notre devoir est d'innover et d'améliorer notre position dans le domaine de la combustion et de satisfaire les besoins des entreprises industrielles, commerciales et institutionnelles de toutes les régions du Canada et au niveau international.

Combustion Expert inc. est établi à Trois-Rivières depuis 1997. Dans les débuts, notre entreprise concentrait ses activités dans l'installation et la réparation de chaudières. Au fil du temps, nous avons innové et nous avons diversifié notre clientèle et notre production pour devenir des spécialistes dans la combustion.",1997,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66ef45e4d536920001337b16/picture,,,,,
RE/MAX Crest Realty - Vancouver Rental Properties,RE/MAX Crest Realty,Cold,,11,real estate,farshogar.irani@gmail.com,http://www.vancouverrentalproperties.com,http://www.linkedin.com/company/re-max-crest-realty---vancouver-rental-properties,https://www.facebook.com/pages/Vancouver-Rental-Properties-Remax-Crest-Realty/364704897058926,https://twitter.com/vrpsutton,2609 Westview Dr,North Vancouver,British Columbia,Canada,V7N 4M2,"2609 Westview Dr, North Vancouver, British Columbia, Canada, V7N 4M2","rentals & property management, property management, rentals, rental income maximization, regular inspections, emergency response services, tenant screening software, monthly reporting, tenant communication, lease agreement management, landlord services, trust account management, trust account security, legal compliance in bc, tenant screening, tenant placement, financial reporting, tenant complaint resolution, high-volume portfolio management, tenant communication platform, emergency services, financial services, lease management, personalized property service, tenant retention strategies, tenant request management, trust account auditing, personalized customer service, monthly financial statements, showing homes, multilingual property management, tenant onboarding process, financial statements, tenant verification, tenant requests handling, trust accounts, tenant screening process, trust account reconciliation, emergency on-call services, property marketing, real estate, reference checks, rental value assessment, legal documentation, showing appointments, tenant onboarding, lease renewals, legal notices, tenant services, tenant screening technology, property inspections, unfurnished management, credit checks, legal compliance, bc tenancy laws, furnished management, tenant retention, tenant requests, covid-19 sanitation protocols, tenant application verification, property marketing strategies, rental assessment, services, enterprise software, enterprises, computer software, information technology & services, b2b",'+1 604-985-3612,"WordPress.org, Vimeo, Google Font API, Bootstrap Framework, Mobile Friendly, Google Maps, Facebook Custom Audiences, reCAPTCHA, Google Tag Manager, Google Analytics",,,,,6270000,,68a4a49ee0299d0001ea2d96,6513,53131,"Renting Vancouver's finest properties! We are a full service property management company specializing in residential properties.

Vancouver Rental Properties offers unmatched customer service stretched out over the entire Lower Mainland. We are familiar with every neighborhood and community ensuring that we provide our customers with the most accurate advice. Our rental portfolio showcases a vast array of diversified rentals accommodations.Vancouver Rental Properties represents tenants and landlords applying for and renting various types of housing including the following: Waterfront properties, Condominiums, Townhouses, Penthouses, View properties, Character homes, Lofts and Duplexes. We have relationships and access to the widest variety of accommodations in the city and are here to assist you!",2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e745aa24bdfd000162c28e/picture,,,,,
TASKE Technology,TASKE Technology,Cold,,19,information technology & services,farshogar.irani@gmail.com,http://www.taske.com,http://www.linkedin.com/company/taske-technology,http://www.facebook.com/taskecontactcentersoftware,https://twitter.com/TASKETech,2650 Queensview Drive,Ottawa,Ontario,Canada,K2B 8H6,"2650 Queensview Drive, Ottawa, Ontario, Canada, K2B 8H6","call management software, call centers, it services, software development, data visualization, multi-channel performance tracking, agent activity tracking, amazon connect integration, customer interaction analysis, performance analytics, information technology and services, agent adherence, contact center forecasting, report customization, contact flow visualizer, real-time monitoring, performance thresholds, call playback, agent performance benchmarking, contact center automation, contact center workforce planning, agent performance, contact center troubleshooting, multi-site management, cloud integration, contact center software, contact center dashboards, contact flow replay, queue management, dashboard customization, contact center management, performance alerts, call recording, customer journey visualization, sentiment-based contact filtering, chatbot analytics, omnichannel analytics, contact center optimization, call volume analysis, agent scheduling, call center reporting, historical reporting, multi-channel monitoring, contact center dispute resolution, sentiment filtering, b2b, services, information technology & services",'+1 613-596-2533,"Outlook, Microsoft Office 365, Google Cloud Hosting, Media Temple SSL, Salesforce, Nginx, Google Tag Manager, Mobile Friendly, reCAPTCHA, MailChimp, Avaya, , Render, Remote, Monday.com, AI, Aircall, Circle, Data Analytics, Gusto",,,,,8000000,,68a4a49ee0299d0001ea2d90,7375,54151,"TASKE Technology is a prominent provider of contact center management solutions, based in Ottawa, Canada. Established in 1989, the company has over 7,000 global installations, offering software that enhances customer service operations across various industries. TASKE focuses on real-time analytics and performance optimization to improve operational efficiency and customer satisfaction.

The company develops software for monitoring and reporting contact center activity. Its features include customizable dashboards for real-time monitoring, historical reporting with over 150 report types, and tools for visualizing contact flows. TASKE's solutions integrate seamlessly with major platforms like Avaya Aura, Cisco UCCX, and Amazon Connect. Additionally, the software automates routine management tasks, helping businesses reduce administrative overhead and control costs. TASKE serves clients in sectors such as healthcare, banking, retail, and credit unions, supporting them in optimizing customer interactions and maintaining high service standards.",1989,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6870cc6afa641c0001275e4b/picture,,,,,
Stanchieri Family Law,Stanchieri Family Law,Cold,,17,law practice,farshogar.irani@gmail.com,http://www.stanchierifamilylaw.com,http://www.linkedin.com/company/stanchierifamilylaw,,,375 University Ave,Toronto,Ontario,Canada,M5G 2J5,"375 University Ave, Toronto, Ontario, Canada, M5G 2J5","family law legal strategy, complex family issues, family law firm toronto, family law expertise, family law lawyer, financial disputes, collaborative law, family law resources, arbitration, parenting issues, family law client advocacy, family law negotiation, litigation, legal services, toronto law firm, spousal support, high conflict divorce, family law collaborative approach, family law, divorce, divorce settlement, family business valuation, family law dispute resolution, family law mediation process, family law arbitration, family law services, divorce lawyer toronto, high conflict family law, family law mediation, high conflict cases, family law litigation, child custody disputes, mediation, family law arbitration process, family law consultation, family law practice, family law complex issues, contested divorce, complex issues, family dispute resolution, family law attorney, child support, negotiation, b2c, services, law practice",'+1 416-595-9995,"Outlook, Google Tag Manager, DoubleClick, Gravity Forms, Google Dynamic Remarketing, Apache, WordPress.org, DoubleClick Conversion, Mobile Friendly",,,,,11702000,,68a4a49ee0299d0001ea2d93,8111,54111,"Located in downtown Toronto, Stanchieri Family Law is a boutique law firm that focuses exclusively in family law.",2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/689b19d15e82340001c253e2/picture,,,,,
Carpell Surfaces,Carpell Surfaces,Cold,,19,construction,farshogar.irani@gmail.com,http://www.carpell.com,http://www.linkedin.com/company/carpell-surfaces-les-surfaces-carpell-,https://facebook.com/surfacescarpell,,745 Rue Vadnais,Granby,Quebec,Canada,J2J 1H8,"745 Rue Vadnais, Granby, Quebec, Canada, J2J 1H8","synthetic surfaces for soccer, football, rugby, fieldhockey, lacrosse & tennis, safety surfacing for playgrounds, certification for athletic tracks iaaf class 1 & class 2, certification for soccer fields fifa 2 stars & 1 star, synthetic baseball pitches, synthetic surfaces for minisoccer, sports turf removalrecycling, sports",'+1 450-361-2929,"Microsoft Office 365, Remote, Circle",,,,,21980000,,68a4a49ee0299d0001ea2d9e,,,"SYNTHETIC SPORTS SURFACES
Design / Construction / Installation

Carpell Surfaces is a leading supplier and installer of synthetic sports surfaces across Canada.  Our company has an excellent reputation for top-quality installations in sports facilities at major universities, colleges and schools as well as high-profile sporting events such as the 2015 Toronto Pan Am/Parapan Am Games and the 2015  Women's World Cup at Montreal's Olympic Stadium.  

A running track by Carpell Surfaces, located at Gerard Filion Secondary School in Longueuil, Quebec, was named 2016's Outstanding Outdoor Track Facility of the Year by the American Sports Builders Association (ASBA).  Carpell was also featured by the publication Canadian Business Executive as winner of the ""2015 Best of Canada Award""​

Carpell also provides safe, comfortable and durable surfaces for play areas  ( poured-in-place rubber surfaces and synthetic turf).   With more than 1400 installations to our credit over the past fifteen years, our expertise and top quality, eco-friendly products have a proven track record. 



Situé à Granby, Québec, Carpell est un leader dans le domaine des surfaces synthétiques sportives au Canada. La compagnie se démarque par la qualité de ses installations dans les villes, collèges et universités, en plus de sites d'évènements sportifs internationaux tels que les Jeux Toronto Pan Am/Parapan Am 2015 et la Coupe du Monde de Soccer Féminine 2015 au Stade Olympique de Montréal.

Notre expertise va des installations de grands terrains de soccer, football, rugby, lacrosse et baseball aux pistes d'athlétisme et aux surfaces de jeu sécuritaires pour enfants. Nous développons des installations de qualité supérieure pour des athlètes de tous les niveaux en s'assurant à la fois de la sécurité et de l'esthétique.",2001,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6894af8e2b4db100014cf9d8/picture,,,,,
DKI - Windsor-Essex,DKI,Cold,,20,construction,farshogar.irani@gmail.com,http://www.dkiwindsor.ca,http://www.linkedin.com/company/dkiwindsor-essex,https://facebook.com/pages/Parker-DKI/139924682820985,https://twitter.com/parker_dki,,Tecumseh,Ontario,Canada,,"Tecumseh, Ontario, Canada","disaster recovery, cleanup, restoration, remediation services",'+1 519-944-8015,"Outlook, Microsoft Office 365, DigitalOcean, Gravity Forms, Google Font API, Apache, Google Analytics, Google Tag Manager, Google Maps, reCAPTCHA, WordPress.org, Mobile Friendly, Remote",,,,,6832000,,68a4a49ee0299d0001ea2d88,7200,23899,"DKI Windsor-Essex, formerly DKI-Parker, has been providing full-service restoration services since 1988 to residential, commercial, and industrial buildings in Windsor-Essex County. These services address damage caused by fire, water, wind, flooding, vandalism, or biohazard remediation, whether from natural events, accidents, or criminal acts. Our 24/7 service guarantees you will see our team on the job immediately upon receipt of your request. We understand that Emergency Services requires an urgent response.

We work very closely with your insurance company to minimize disruption to your lives while providing you with responsible and considerate attention to the smallest details. While we are restoring your premises, our technicians will be working diligently to restore your personal effects completely using our state-of-the-art equipment to clean, disinfect and freshen nearly all your possessions. We restore everything from shoes to pillows and from ice skates to tents. When we've finished restoring your belongings, we'll store them all in our secure storage facility until you're ready to move back in.

Our years of experience in helping families just like yours cope with the traumatic effects of a catastrophic disaster have provided us with the knowledge and compassion necessary to help restore order in times of chaos and to get you back in your home as quickly, and with as little disruption, as possible.

We are on-call and ready to respond to any emergency 24 hours a day, 7 days a week.",1988,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/687f8647828add000129e512/picture,,,,,
